/* DATA DESCRIPTION:
Citation:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2009): (Supplement 2) EDC gas chronologies for the different scenarios 1 to 4 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.711012
Related to:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2007): New constraints on the gas age-ice age difference along the EPICA ice cores, 0-50 kyr. Climate of the Past, 3, 527-540, https://doi.org/10.5194/cp-3-527-2007
	Parrenin, Frédéric; Barnola, Jean-Marc; Beer, Jürg; Blunier, Thomas; Castellano, Emiliano; Chappellaz, Jérôme A; Dreyfus, Gabrielle; Fischer, Hubertus; Fujita, Shuji; Jouzel, Jean; Kawamura, Kenji; Lemieux-Dudon, Bénédicte; Loulergue, Laetitia; Masson-Delmotte, Valerie; Narcisi, Biancamaria; Petit, Jean Robert; Raisbeck, Grant M; Raynaud, Dominique; Ruth, Urs; Schwander, Jakob; Severi, Mirko; Spahni, Renato; Steffensen, Jørgen Peder; Svensson, Anders M; Udisti, Roberto; Waelbroeck, Claire; Wolff, Eric William (2007): The EDC3 chronology for the EPICA Dome C ice core. Climate of the Past, 3, 485-497, https://doi.org/10.5194/cp-3-485-2007
Other version:	Zip archive of supplements [dataset]. https://cp.copernicus.org/articles/3/527/2007/cp-3-527-2007-supplement.zip
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 96.25 m * MAXIMUM DEPTH, ice/snow: 3256.55 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Scenario 4 is defined as the EDC3_gas_a age scale, official gas chronology for EDC that can be used for the moment, waiting on a better one. Ice chronology is EDC3 (Parrenin et al., Climate of the Past, 3, 485-497, 2007).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * COMMENT: based on EDC3 time scale
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 1
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 2
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 3
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 4, EDC3_gas_a age scale
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	28722 data points
*/
Depth ice/snow [m]	Age model [ka] (based on EDC3 time scale)	Gas age [ka BP] (Scenario 1)	Gas age [ka BP] (Scenario 2)	Gas age [ka BP] (Scenario 3)	Gas age [ka BP] (Scenario 4, EDC3_gas_a age scale)
2493.70	309.223	305.113	305.225	305.225	305.617
2494.25	309.434	305.290	305.407	305.407	305.810
2494.80	309.649	305.472	305.596	305.596	306.011
2495.35	309.873	305.675	305.805	305.805	306.226
2495.90	310.082	305.871	306.005	306.005	306.430
2496.45	310.297	306.074	306.212	306.212	306.651
2497.00	310.506	306.272	306.415	306.415	306.869
2497.55	310.725	306.511	306.661	306.661	307.115
2498.10	310.931	306.740	306.895	306.895	307.348
2498.65	311.133	306.978	307.130	307.130	307.571
2499.20	311.337	307.216	307.364	307.364	307.793
2499.75	311.542	307.451	307.596	307.596	308.013
2500.30	311.755	307.692	307.834	307.834	308.240
2500.85	311.954	307.918	308.055	308.055	308.453
2501.40	312.160	308.148	308.283	308.283	308.671
2501.95	312.356	308.368	308.501	308.501	308.879
2502.50	312.558	308.601	308.730	308.730	309.101
2503.05	312.765	308.839	308.966	308.966	309.331
2503.60	312.956	309.057	309.185	309.185	309.545
2504.15	313.146	309.278	309.407	309.407	309.759
2504.70	313.343	309.521	309.647	309.647	309.987
2505.25	313.523	309.750	309.873	309.873	310.200
2505.80	313.710	309.988	310.108	310.108	310.422
2506.35	313.883	310.209	310.325	310.325	310.622
2506.90	314.070	310.442	310.554	310.554	310.832
2507.45	314.252	310.658	310.766	310.766	311.034
2508.00	314.430	310.868	310.973	310.973	311.232
2508.55	314.616	311.097	311.200	311.200	311.450
2509.10	314.796	311.319	311.419	311.419	311.659
2509.65	314.968	311.528	311.627	311.627	311.857
2510.20	315.136	311.732	311.828	311.828	312.049
2510.75	315.322	311.956	312.049	312.049	312.261
2511.30	315.512	312.185	312.273	312.273	312.475
2511.85	315.679	312.394	312.477	312.477	312.667
2512.40	315.849	312.610	312.688	312.688	312.867
2512.95	316.011	312.819	312.894	312.894	313.061
2513.50	316.166	313.003	313.076	313.076	313.231
2514.05	316.317	313.179	313.249	313.249	313.392
2514.60	316.488	313.361	313.431	313.431	313.568
2515.15	316.666	313.549	313.617	313.617	313.750
2515.70	316.844	313.729	313.797	313.797	313.932
2516.25	317.025	313.911	313.979	313.979	314.117
2516.80	317.209	314.094	314.161	314.161	314.303
2517.35	317.398	314.281	314.346	314.346	314.492
2517.90	317.586	314.465	314.528	314.528	314.676
2518.45	317.777	314.646	314.708	314.708	314.863
2519.00	317.964	314.820	314.882	314.882	315.045
2519.55	318.156	314.987	315.048	315.048	315.219
2520.10	318.359	315.161	315.222	315.222	315.402
2520.65	318.568	315.328	315.387	315.387	315.577
2521.20	318.794	315.509	315.568	315.568	315.766
2521.75	319.006	315.675	315.733	315.733	315.938
2522.30	319.216	315.834	315.895	315.895	316.112
2522.85	319.426	315.991	316.055	316.055	316.290
2523.40	319.637	316.162	316.230	316.230	316.477
2523.95	319.848	316.337	316.409	316.409	316.667
2524.50	320.053	316.512	316.587	316.587	316.852
2525.05	320.254	316.686	316.763	316.763	317.035
2525.60	320.462	316.886	316.965	316.965	317.238
2526.15	320.657	317.075	317.156	317.156	317.429
2526.70	320.846	317.265	317.349	317.349	317.617
2527.25	321.033	317.460	317.546	317.546	317.810
2527.80	321.222	317.663	317.752	317.752	318.010
2528.35	321.396	317.859	317.951	317.951	318.205
2528.90	321.581	318.069	318.166	318.166	318.415
2529.45	321.760	318.288	318.385	318.385	318.625
2530.00	321.939	318.511	318.608	318.608	318.837
2530.55	322.115	318.739	318.832	318.832	319.046
2531.10	322.287	318.964	319.053	319.053	319.253
2531.65	322.458	319.191	319.277	319.277	319.462
2532.20	322.621	319.409	319.491	319.491	319.663
2532.75	322.787	319.626	319.704	319.704	319.863
2533.30	322.958	319.851	319.925	319.925	320.071
2533.85	323.119	320.069	320.139	320.139	320.273
2534.40	323.279	320.281	320.345	320.345	320.466
2534.95	323.437	320.488	320.546	320.546	320.653
2535.50	323.592	320.687	320.742	320.742	320.838
2536.05	323.755	320.893	320.945	320.945	321.030
2536.60	323.907	321.081	321.130	321.130	321.206
2537.15	324.063	321.274	321.320	321.320	321.386
2537.70	324.212	321.465	321.508	321.508	321.564
2538.25	324.356	321.645	321.687	321.687	321.733
2538.80	324.500	321.821	321.861	321.861	321.899
2539.35	324.648	322.000	322.037	322.037	322.069
2539.90	324.800	322.183	322.217	322.217	322.243
2540.45	324.948	322.357	322.389	322.389	322.410
2541.00	325.096	322.531	322.561	322.561	322.576
2541.55	325.242	322.703	322.730	322.730	322.741
2542.10	325.385	322.871	322.897	322.897	322.903
2542.65	325.529	323.043	323.067	323.067	323.067
2543.20	325.668	323.210	323.231	323.231	323.226
2543.75	325.802	323.371	323.390	323.390	323.379
2544.30	325.938	323.528	323.546	323.546	323.529
2544.85	326.067	323.675	323.693	323.693	323.669
2545.40	326.203	323.826	323.843	323.843	323.816
2545.95	326.341	323.977	323.994	323.994	323.963
2546.50	326.480	324.132	324.147	324.147	324.114
2547.05	326.617	324.284	324.298	324.298	324.261
2547.60	326.750	324.430	324.444	324.444	324.403
2548.15	326.887	324.581	324.594	324.594	324.550
2548.70	327.025	324.733	324.744	324.744	324.699
2549.25	327.161	324.882	324.892	324.892	324.846
2549.80	327.298	325.034	325.043	325.043	324.996
2550.35	327.432	325.184	325.192	325.192	325.143
2550.90	327.560	325.329	325.335	325.335	325.285
2551.45	327.685	325.462	325.468	325.468	325.416
2552.00	327.818	325.602	325.608	325.608	325.554
2552.55	327.949	325.733	325.739	325.739	325.684
2553.10	328.083	325.868	325.875	325.875	325.818
2553.65	328.217	326.010	326.016	326.016	325.957
2554.20	328.351	326.153	326.158	326.158	326.098
2554.75	328.477	326.290	326.295	326.295	326.232
2555.30	328.604	326.423	326.428	326.428	326.363
2555.85	328.733	326.555	326.560	326.560	326.495
2556.40	328.864	326.686	326.690	326.690	326.626
2556.95	329.001	326.821	326.825	326.825	326.762
2557.50	329.141	326.957	326.961	326.961	326.900
2558.05	329.275	327.086	327.090	327.090	327.032
2558.60	329.415	327.223	327.227	327.227	327.173
2559.15	329.551	327.356	327.359	327.359	327.309
2559.70	329.684	327.483	327.486	327.486	327.437
2560.25	329.820	327.614	327.618	327.618	327.569
2560.80	329.952	327.744	327.748	327.748	327.699
2561.35	330.083	327.874	327.878	327.878	327.828
2561.90	330.213	328.004	328.008	328.008	327.957
2562.45	330.343	328.130	328.135	328.135	328.084
2563.00	330.482	328.265	328.271	328.271	328.221
2563.55	330.616	328.391	328.397	328.397	328.347
2564.10	330.753	328.519	328.527	328.527	328.476
2564.65	330.890	328.647	328.655	328.655	328.605
2565.20	331.036	328.786	328.794	328.794	328.745
2565.75	331.179	328.927	328.935	328.935	328.889
2566.30	331.322	329.071	329.078	329.078	329.034
2566.85	331.461	329.215	329.221	329.221	329.178
2567.40	331.599	329.362	329.366	329.366	329.324
2567.95	331.725	329.497	329.501	329.501	329.458
2568.50	331.849	329.636	329.640	329.640	329.592
2569.05	331.979	329.781	329.785	329.785	329.732
2569.60	332.097	329.915	329.920	329.920	329.860
2570.15	332.217	330.054	330.059	330.059	329.990
2570.70	332.330	330.193	330.197	330.197	330.118
2571.25	332.442	330.333	330.337	330.337	330.246
2571.80	332.549	330.474	330.477	330.477	330.371
2572.35	332.653	330.613	330.615	330.615	330.495
2572.90	332.762	330.759	330.760	330.760	330.624
2573.45	332.872	330.914	330.913	330.913	330.764
2574.00	332.976	331.066	331.062	331.062	330.900
2574.55	333.079	331.216	331.209	331.209	331.039
2575.10	333.179	331.360	331.351	331.351	331.174
2575.65	333.277	331.490	331.479	331.479	331.298
2576.20	333.379	331.619	331.607	331.607	331.425
2576.75	333.485	331.746	331.732	331.732	331.552
2577.30	333.590	331.869	331.854	331.854	331.676
2577.85	333.697	331.991	331.976	331.976	331.799
2578.40	333.803	332.114	332.098	332.098	331.921
2578.95	333.902	332.229	332.212	332.212	332.036
2579.50	334.000	332.334	332.318	332.318	332.142
2580.05	334.103	332.443	332.427	332.427	332.252
2580.60	334.207	332.547	332.531	332.531	332.359
2581.15	334.316	332.656	332.640	332.640	332.470
2581.70	334.422	332.760	332.743	332.743	332.575
2582.25	334.528	332.857	332.841	332.841	332.676
2582.80	334.642	332.954	332.939	332.939	332.781
2583.35	334.763	333.056	333.043	333.043	332.891
2583.90	334.880	333.154	333.140	333.140	332.995
2584.45	335.000	333.250	333.238	333.238	333.096
2585.00	335.120	333.346	333.334	333.334	333.195
2585.55	335.250	333.445	333.433	333.433	333.304
2586.10	335.376	333.539	333.528	333.528	333.408
2586.65	335.514	333.636	333.627	333.627	333.517
2587.20	335.655	333.733	333.725	333.725	333.627
2587.75	335.798	333.824	333.819	333.819	333.733
2588.30	335.947	333.918	333.914	333.914	333.839
2588.85	336.098	334.009	334.008	334.008	333.943
2589.40	336.260	334.108	334.109	334.109	334.056
2589.95	336.426	334.211	334.213	334.213	334.172
2590.50	336.591	334.310	334.315	334.315	334.285
2591.05	336.762	334.413	334.422	334.422	334.403
2591.60	336.937	334.521	334.533	334.533	334.526
2592.15	337.117	334.633	334.648	334.648	334.652
2592.70	337.296	334.745	334.762	334.762	334.779
2593.25	337.478	334.856	334.877	334.877	334.907
2593.80	337.667	334.972	334.997	334.997	335.041
2594.35	337.864	335.093	335.122	335.122	335.180
2594.90	338.064	335.216	335.248	335.248	335.321
2595.45	338.274	335.337	335.374	335.374	335.465
2596.00	338.492	335.466	335.508	335.508	335.617
2596.55	338.724	335.605	335.652	335.652	335.782
2597.10	338.953	335.741	335.792	335.792	335.944
2597.65	339.190	335.883	335.939	335.939	336.114
2598.20	339.435	336.029	336.091	336.091	336.288
2598.75	339.690	336.183	336.249	336.249	336.471
2599.30	339.949	336.333	336.404	336.404	336.651
2599.85	340.220	336.489	336.565	336.565	336.838
2600.40	340.500	336.636	336.718	336.718	337.021
2600.95	340.798	336.793	336.881	336.881	337.215
2601.50	341.121	336.966	337.061	337.061	337.433
2602.05	341.454	337.149	337.251	337.251	337.661
2602.60	341.774	337.317	337.428	337.428	337.880
2603.15	342.103	337.499	337.619	337.619	338.113
2603.70	342.448	337.710	337.839	337.839	338.375
2604.25	342.761	337.900	338.039	338.039	338.611
2604.80	343.098	338.130	338.280	338.280	338.879
2605.35	343.404	338.337	338.498	338.498	339.122
2605.90	343.728	338.569	338.740	338.740	339.387
2606.45	344.041	338.796	338.977	338.977	339.650
2607.00	344.368	339.036	339.229	339.229	339.928
2607.55	344.688	339.291	339.496	339.496	340.229
2608.10	345.001	339.542	339.761	339.761	340.527
2608.65	345.317	339.819	340.054	340.054	340.854
2609.20	345.623	340.098	340.350	340.350	341.174
2609.75	345.934	340.400	340.670	340.670	341.500
2610.30	346.257	340.731	341.009	341.009	341.845
2610.85	346.557	341.051	341.330	341.330	342.171
2611.40	346.868	341.409	341.688	341.688	342.511
2611.95	347.181	341.776	342.055	342.055	342.854
2612.50	347.466	342.090	342.362	342.362	343.144
2613.05	347.769	342.418	342.683	342.683	343.450
2613.60	348.090	342.762	343.021	343.021	343.787
2614.15	348.408	343.108	343.363	343.363	344.125
2614.70	348.707	343.455	343.708	343.708	344.460
2615.25	348.969	343.765	344.016	344.016	344.754
2615.80	349.260	344.106	344.356	344.356	345.073
2616.35	349.540	344.429	344.676	344.676	345.375
2616.90	349.821	344.749	344.992	344.992	345.676
2617.45	350.106	345.066	345.305	345.305	345.983
2618.00	350.410	345.399	345.636	345.636	346.308
2618.55	350.702	345.713	345.949	345.949	346.611
2619.10	351.000	346.033	346.267	346.267	346.918
2619.65	351.300	346.355	346.583	346.583	347.226
2620.20	351.600	346.672	346.894	346.894	347.538
2620.75	351.895	346.974	347.196	347.196	347.856
2621.30	352.195	347.287	347.509	347.509	348.168
2621.85	352.494	347.604	347.827	347.827	348.471
2622.40	352.794	347.928	348.142	348.142	348.766
2622.95	353.090	348.249	348.451	348.451	349.054
2623.50	353.379	348.539	348.736	348.736	349.338
2624.05	353.670	348.827	349.021	349.021	349.623
2624.60	353.958	349.079	349.278	349.278	349.891
2625.15	354.272	349.355	349.558	349.558	350.183
2625.70	354.600	349.638	349.846	349.846	350.488
2626.25	354.935	349.930	350.141	350.141	350.801
2626.80	355.274	350.230	350.443	350.443	351.121
2627.35	355.609	350.534	350.748	350.748	351.438
2627.90	355.944	350.843	351.057	351.057	351.755
2628.45	356.268	351.138	351.353	351.353	352.059
2629.00	356.594	351.434	351.649	351.649	352.363
2629.55	356.927	351.729	351.946	351.946	352.661
2630.10	357.259	352.022	352.239	352.239	352.956
2630.65	357.598	352.316	352.533	352.533	353.249
2631.20	357.935	352.609	352.825	352.825	353.549
2631.75	358.282	352.910	353.127	353.127	353.873
2632.30	358.614	353.199	353.424	353.424	354.198
2632.85	358.947	353.493	353.729	353.729	354.536
2633.40	359.281	353.809	354.057	354.057	354.877
2633.95	359.599	354.117	354.378	354.378	355.202
2634.50	359.931	354.455	354.718	354.718	355.535
2635.05	360.248	354.781	355.044	355.044	355.853
2635.60	360.585	355.134	355.393	355.393	356.196
2636.15	360.892	355.462	355.718	355.718	356.515
2636.70	361.223	355.823	356.078	356.078	356.871
2637.25	361.534	356.161	356.418	356.418	357.207
2637.80	361.835	356.486	356.746	356.746	357.530
2638.35	362.150	356.847	357.107	357.107	357.877
2638.90	362.473	357.227	357.487	357.487	358.239
2639.45	362.766	357.579	357.833	357.833	358.564
2640.00	363.060	357.933	358.181	358.181	358.889
2640.55	363.354	358.274	358.520	358.520	359.215
2641.10	363.660	358.624	358.866	358.866	359.551
2641.65	363.958	358.948	359.189	359.189	359.873
2642.20	364.264	359.281	359.521	359.521	360.201
2642.75	364.592	359.641	359.878	359.878	360.553
2643.30	364.919	360.005	360.235	360.235	360.898
2643.85	365.224	360.350	360.571	360.571	361.216
2644.40	365.526	360.678	360.890	360.890	361.528
2644.95	365.836	361.009	361.213	361.213	361.848
2645.50	366.147	361.323	361.526	361.526	362.151
2646.05	366.456	361.634	361.836	361.836	362.451
2646.60	366.774	361.958	362.152	362.152	362.758
2647.15	367.085	362.272	362.460	362.460	363.059
2647.70	367.388	362.569	362.759	362.759	363.360
2648.25	367.688	362.859	363.051	363.051	363.659
2648.80	367.993	363.147	363.343	363.343	363.967
2649.35	368.303	363.447	363.649	363.649	364.282
2649.90	368.640	363.777	363.985	363.985	364.625
2650.45	368.963	364.111	364.318	364.318	364.951
2651.00	369.275	364.439	364.642	364.642	365.266
2651.55	369.586	364.768	364.967	364.967	365.586
2652.10	369.881	365.082	365.278	365.278	365.893
2652.65	370.184	365.411	365.608	365.608	366.218
2653.20	370.488	365.744	365.941	365.941	366.542
2653.75	370.768	366.058	366.254	366.254	366.837
2654.30	371.057	366.379	366.573	366.573	367.141
2654.85	371.345	366.701	366.891	366.891	367.445
2655.40	371.633	367.023	367.213	367.213	367.762
2655.95	371.921	367.348	367.538	367.538	368.086
2656.50	372.202	367.700	367.890	367.890	368.422
2657.05	372.472	368.043	368.234	368.234	368.749
2657.60	372.725	368.361	368.548	368.548	369.039
2658.15	372.989	368.683	368.864	368.864	369.335
2658.70	373.266	369.003	369.177	369.177	369.633
2659.25	373.551	369.312	369.480	369.480	369.927
2659.80	373.845	369.610	369.773	369.773	370.217
2660.35	374.151	369.901	370.059	370.059	370.511
2660.90	374.489	370.211	370.366	370.366	370.832
2661.45	374.825	370.518	370.669	370.669	371.150
2662.00	375.158	370.821	370.970	370.970	371.466
2662.55	375.486	371.120	371.266	371.266	371.764
2663.10	375.809	371.415	371.558	371.558	372.055
2663.65	376.132	371.709	371.847	371.847	372.335
2664.20	376.450	371.993	372.129	372.129	372.615
2664.75	376.753	372.254	372.392	372.392	372.890
2665.30	377.062	372.527	372.672	372.672	373.182
2665.85	377.364	372.799	372.955	372.955	373.476
2666.40	377.670	373.085	373.252	373.252	373.788
2666.95	377.965	373.365	373.542	373.542	374.095
2667.50	378.283	373.712	373.895	373.895	374.451
2668.05	378.588	374.054	374.242	374.242	374.797
2668.60	378.883	374.411	374.596	374.596	375.132
2669.15	379.174	374.768	374.948	374.948	375.463
2669.70	379.465	375.131	375.304	375.304	375.794
2670.25	379.748	375.482	375.647	375.647	376.113
2670.80	380.019	375.813	375.972	375.972	376.414
2671.35	380.291	376.140	376.294	376.294	376.716
2671.90	380.571	376.471	376.622	376.622	377.028
2672.45	380.846	376.805	376.953	376.953	377.344
2673.00	381.118	377.139	377.283	377.283	377.661
2673.55	381.380	377.460	377.603	377.603	377.966
2674.10	381.644	377.782	377.922	377.922	378.271
2674.65	381.912	378.095	378.227	378.227	378.561
2675.20	382.178	378.398	378.523	378.523	378.847
2675.75	382.468	378.714	378.833	378.833	379.151
2676.30	382.754	379.007	379.122	379.122	379.438
2676.85	383.036	379.284	379.395	379.395	379.713
2677.40	383.342	379.571	379.680	379.680	380.006
2677.95	383.645	379.850	379.957	379.957	380.294
2678.50	383.956	380.144	380.249	380.249	380.589
2679.05	384.256	380.430	380.531	380.531	380.874
2679.60	384.549	380.716	380.816	380.816	381.155
2680.15	384.839	380.996	381.096	381.096	381.432
2680.70	385.107	381.249	381.354	381.354	381.691
2681.25	385.389	381.527	381.635	381.635	381.972
2681.80	385.673	381.820	381.932	381.932	382.265
2682.35	385.943	382.113	382.228	382.228	382.556
2682.90	386.207	382.409	382.527	382.527	382.847
2683.45	386.469	382.717	382.837	382.837	383.148
2684.00	386.716	383.013	383.136	383.136	383.437
2684.55	386.977	383.317	383.436	383.436	383.726
2685.10	387.253	383.631	383.745	383.745	384.026
2685.65	387.537	383.926	384.034	384.034	384.312
2686.20	387.839	384.225	384.328	384.328	384.609
2686.75	388.144	384.502	384.601	384.601	384.895
2687.30	388.467	384.782	384.880	384.880	385.189
2687.85	388.788	385.048	385.145	385.145	385.473
2688.40	389.137	385.340	385.434	385.434	385.775
2688.95	389.481	385.625	385.716	385.716	386.069
2689.50	389.805	385.891	385.982	385.982	386.344
2690.05	390.135	386.163	386.256	386.256	386.627
2690.60	390.448	386.433	386.531	386.531	386.913
2691.15	390.743	386.690	386.795	386.795	387.187
2691.70	391.040	386.962	387.077	387.077	387.477
2692.25	391.345	387.256	387.380	387.380	387.786
2692.80	391.644	387.562	387.693	387.693	388.103
2693.35	391.942	387.894	388.030	388.030	388.440
2693.90	392.231	388.230	388.371	388.371	388.779
2694.45	392.515	388.596	388.732	388.732	389.119
2695.00	392.790	388.961	389.091	389.091	389.451
2695.55	393.057	389.315	389.436	389.436	389.769
2696.10	393.325	389.667	389.780	389.780	390.086
2696.65	393.580	390.000	390.106	390.106	390.386
2697.20	393.832	390.327	390.426	390.426	390.683
2697.75	394.079	390.643	390.738	390.738	390.976
2698.30	394.328	390.960	391.051	391.051	391.271
2698.85	394.568	391.268	391.356	391.356	391.559
2699.40	394.815	391.596	391.676	391.676	391.860
2699.95	395.057	391.923	391.995	391.995	392.159
2700.50	395.281	392.206	392.272	392.272	392.419
2701.05	395.501	392.482	392.544	392.544	392.675
2701.60	395.737	392.766	392.823	392.823	392.942
2702.15	395.965	393.040	393.092	393.092	393.201
2702.70	396.192	393.309	393.358	393.358	393.456
2703.25	396.413	393.574	393.619	393.619	393.707
2703.80	396.635	393.839	393.881	393.881	393.958
2704.35	396.846	394.093	394.133	394.133	394.200
2704.90	397.058	394.349	394.386	394.386	394.443
2705.45	397.267	394.602	394.635	394.635	394.681
2706.00	397.477	394.854	394.884	394.884	394.918
2706.55	397.677	395.080	395.110	395.110	395.136
2707.10	397.885	395.313	395.343	395.343	395.362
2707.65	398.095	395.544	395.570	395.570	395.588
2708.20	398.319	395.792	395.815	395.815	395.832
2708.75	398.537	396.039	396.060	396.060	396.074
2709.30	398.735	396.263	396.281	396.281	396.291
2709.85	398.935	396.485	396.501	396.501	396.507
2710.40	399.131	396.695	396.711	396.711	396.713
2710.95	399.340	396.916	396.931	396.931	396.931
2711.50	399.543	397.128	397.142	397.142	397.138
2712.05	399.746	397.339	397.353	397.353	397.347
2712.60	399.946	397.558	397.572	397.572	397.558
2713.15	400.143	397.779	397.792	397.792	397.770
2713.70	400.332	398.003	398.015	398.015	397.985
2714.25	400.514	398.215	398.225	398.225	398.188
2714.80	400.704	398.426	398.435	398.435	398.394
2715.35	400.901	398.646	398.653	398.653	398.608
2715.90	401.094	398.862	398.868	398.868	398.818
2716.45	401.276	399.070	399.075	399.075	399.018
2717.00	401.460	399.280	399.283	399.283	399.220
2717.55	401.644	399.487	399.489	399.489	399.422
2718.10	401.830	399.695	399.696	399.696	399.626
2718.65	402.015	399.897	399.897	399.897	399.825
2719.20	402.192	400.090	400.089	400.089	400.015
2719.75	402.380	400.292	400.291	400.291	400.214
2720.30	402.563	400.494	400.491	400.491	400.410
2720.85	402.741	400.694	400.690	400.690	400.604
2721.40	402.917	400.886	400.881	400.881	400.792
2721.95	403.088	401.070	401.065	401.065	400.975
2722.50	403.267	401.258	401.253	401.253	401.159
2723.05	403.444	401.444	401.439	401.439	401.342
2723.60	403.624	401.634	401.628	401.628	401.529
2724.15	403.803	401.823	401.815	401.815	401.716
2724.70	403.984	402.012	402.004	402.004	401.905
2725.25	404.171	402.204	402.196	402.196	402.098
2725.80	404.348	402.384	402.376	402.376	402.279
2726.35	404.529	402.562	402.554	402.554	402.460
2726.90	404.714	402.742	402.734	402.734	402.642
2727.45	404.900	402.924	402.916	402.916	402.824
2728.00	405.080	403.100	403.092	403.092	403.001
2728.55	405.264	403.290	403.282	403.282	403.188
2729.10	405.441	403.473	403.465	403.465	403.370
2729.65	405.617	403.659	403.651	403.651	403.552
2730.20	405.790	403.840	403.832	403.832	403.730
2730.75	405.962	404.016	404.008	404.008	403.903
2731.30	406.142	404.201	404.193	404.193	404.086
2731.85	406.330	404.396	404.387	404.387	404.279
2732.40	406.508	404.589	404.579	404.579	404.468
2732.95	406.690	404.789	404.778	404.778	404.664
2733.50	406.860	404.966	404.955	404.955	404.840
2734.05	407.031	405.142	405.132	405.132	405.016
2734.60	407.215	405.326	405.316	405.316	405.203
2735.15	407.384	405.495	405.485	405.485	405.373
2735.70	407.567	405.679	405.669	405.669	405.556
2736.25	407.746	405.860	405.849	405.849	405.735
2736.80	407.922	406.038	406.027	406.027	405.911
2737.35	408.105	406.217	406.206	406.206	406.092
2737.90	408.292	406.396	406.385	406.385	406.276
2738.45	408.483	406.581	406.570	406.570	406.464
2739.00	408.669	406.762	406.752	406.752	406.647
2739.55	408.849	406.941	406.931	406.931	406.824
2740.10	409.028	407.119	407.109	407.109	407.000
2740.65	409.217	407.305	407.296	407.296	407.189
2741.20	409.402	407.486	407.476	407.476	407.370
2741.75	409.588	407.663	407.655	407.655	407.548
2742.30	409.781	407.850	407.842	407.842	407.735
2742.85	409.980	408.045	408.037	408.037	407.930
2743.40	410.174	408.232	408.224	408.224	408.121
2743.95	410.374	408.424	408.416	408.416	408.318
2744.50	410.577	408.610	408.602	408.602	408.508
2745.05	410.778	408.793	408.786	408.786	408.696
2745.60	410.986	408.986	408.980	408.980	408.893
2746.15	411.194	409.180	409.175	409.175	409.090
2746.70	411.402	409.376	409.372	409.372	409.288
2747.25	411.605	409.564	409.560	409.560	409.478
2747.80	411.817	409.756	409.754	409.754	409.675
2748.35	412.046	409.963	409.961	409.961	409.887
2748.90	412.277	410.170	410.169	410.169	410.101
2749.45	412.507	410.377	410.376	410.376	410.314
2750.00	412.739	410.585	410.585	410.585	410.529
2750.55	412.977	410.805	410.806	410.806	410.754
2751.10	413.198	411.008	411.010	411.010	410.962
2751.65	413.432	411.224	411.228	411.228	411.180
2752.20	413.669	411.444	411.450	411.450	411.403
2752.75	413.902	411.664	411.671	411.671	411.622
2753.30	414.139	411.892	411.900	411.900	411.851
2753.85	414.392	412.141	412.149	412.149	412.102
2754.40	414.639	412.384	412.392	412.392	412.346
2754.95	414.882	412.623	412.631	412.631	412.587
