/* DATA DESCRIPTION:
Citation:	Fischer, Hubertus; Fundel, Felix; Ruth, Urs; Twarloh, Birthe; Wegner, Anna; Udisti, Roberto; Becagli, Silvia; Castellano, Emiliano; Morganti, Andrea; Severi, Mirko; Wolff, Eric William; Littot, Geneviève C; Röthlisberger, Regine; Mulvaney, Robert; Hutterli, Manuel A; Kaufmann, Patrik R; Federer, Urs; Lambert, Fabrice; Bigler, Christian; Hansson, Margareta E; Jonsell, Ulf; de Angelis, Martine; Boutron, Claude F; Siggaard-Andersen, Marie-Louise; Steffensen, Jørgen Peder; Barbante, Carlo; Gaspari, Vania; Gabrielli, Paolo; Wagenbach, Dietmar (2007): EPICA Dome C chemical concentrations and fluxes [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.683641, 
	In supplement to: Fischer, Hubertus; Fundel, Felix; Ruth, Urs; Twarloh, Birthe; Wegner, Anna; Udisti, Roberto; Becagli, Silvia; Castellano, Emiliano; Morganti, Andrea; Severi, Mirko; Wolff, Eric William; Littot, Geneviève C; Röthlisberger, Regine; Mulvaney, Robert; Hutterli, Manuel A; Kaufmann, Patrik R; Federer, Urs; Lambert, Fabrice; Bigler, Matthias; Hansson, Margareta E; Jonsell, Ulf; de Angelis, Martine; Boutron, Claude F; Siggaard-Andersen, Marie-Louise; Steffensen, Jørgen Peder; Barbante, Carlo; Gaspari, Vania; Gabrielli, Paolo; Wagenbach, Dietmar (2007): Reconstruction of millennial changes in dust emission, transport and regional sea ice coverage using the deep EPICA ice cores from the Atlantic and Indian Ocean sector of Antarctica. Earth and Planetary Science Letters, 260(1-2), 340-354, https://doi.org/10.1016/j.epsl.2007.06.014
Related to:	Fischer, Hubertus; Fundel, Felix; Ruth, Urs; Twarloh, Birthe; Wegner, Anna; Udisti, Roberto; Becagli, Silvia; Castellano, Emiliano; Morganti, Andrea; Severi, Mirko; Wolff, Eric William; Littot, Geneviève C; Röthlisberger, Regine; Mulvaney, Robert; Hutterli, Manuel A; Kaufmann, Patrik R; Federer, Urs; Lambert, Fabrice; Bigler, Matthias; Hansson, Margareta E; Jonsell, Ulf; de Angelis, Martine; Boutron, Claude F; Siggaard-Andersen, Marie-Louise; Steffensen, Jørgen Peder; Barbante, Carlo; Gaspari, Vania; Gabrielli, Paolo; Wagenbach, Dietmar (2007): Erratum to "Reconstruction of millennial changes in dust emission, transport and regional sea ice coverage using the deep EPICA ice cores from the Atlantic and Indian Ocean sector of Antarctica" [Earth Planet. Sci. Lett. 260 (2007) 340–354]. Earth and Planetary Science Letters, 262(3-4), 635-636, https://doi.org/10.1016/j.epsl.2007.08.016
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 24.5 m * MAXIMUM DEPTH, ice/snow: 1841.5 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Sea salt Na+ and nss Ca2+ data from the EPICA Dome C (EDC) ice core over the last 150000 yr in 1 m resolution (revised version). Data has been calculated from raw data as described in the manuscript. Negative concentrations after correcting for crustal sodium and sea salt calcium, respectively, have been replaced by zeros. Missing values occur due to sample loss, bad core quality or contamination during sample preparation.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Fischer, Hubertus (https://orcid.org/0000-0002-2787-4221, hubertus.fischer@climate.unibe.ch, http://www.climate.unibe.ch/?L1=people&L2=personal&L3=hfischer) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	Sodium, sea-salt [µg/kg] (ssNa+) * PI: Fischer, Hubertus (https://orcid.org/0000-0002-2787-4221, hubertus.fischer@climate.unibe.ch, http://www.climate.unibe.ch/?L1=people&L2=personal&L3=hfischer) * METHOD/DEVICE: Ion chromatography
	Calcium, non-sea-salt [µg/kg] (nssCa2+) * PI: Fischer, Hubertus (https://orcid.org/0000-0002-2787-4221, hubertus.fischer@climate.unibe.ch, http://www.climate.unibe.ch/?L1=people&L2=personal&L3=hfischer) * METHOD/DEVICE: Continuous flow analysis, Ion chromatography
	Sodium, sea-salt, flux [µg/m**2/a] (ssNa flux) * PI: Fischer, Hubertus (https://orcid.org/0000-0002-2787-4221, hubertus.fischer@climate.unibe.ch, http://www.climate.unibe.ch/?L1=people&L2=personal&L3=hfischer) * METHOD/DEVICE: Calculated
	Calcium, non-sea-salt, flux [µg/m**2/a] (nssCa2+ flux) * PI: Fischer, Hubertus (https://orcid.org/0000-0002-2787-4221, hubertus.fischer@climate.unibe.ch, http://www.climate.unibe.ch/?L1=people&L2=personal&L3=hfischer) * METHOD/DEVICE: Calculated
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	8558 data points
*/
Depth ice/snow [m]	Age model [ka]	ssNa+ [µg/kg]	nssCa2+ [µg/kg]	ssNa flux [µg/m**2/a]	nssCa2+ flux [µg/m**2/a]
1243.5	87.05809	50.09	8.65	777.5	134.2
1244.5	87.16545	55.39	13.06	786.3	185.3
1245.5	87.28080	55.76	14.85	784.9	209.0
1246.5	87.38808	48.69	12.65	758.0	196.9
1247.5	87.49183	50.53	11.15	749.9	165.5
1248.5	87.59933	47.32	9.69	715.1	146.5
1249.5	87.70391	48.98	11.94	745.6	181.8
1250.5	87.80990	49.58	9.07	749.7	137.2
1251.5	87.91691	56.96	7.51	865.5	114.2
1252.5	88.01919				
1253.5	88.11938	54.70	5.71	853.4	89.0
1254.5	88.22452	50.32	5.58	777.4	86.2
1255.5	88.32927	51.79	4.79	791.1	73.2
1256.5	88.43289	50.49	6.02	771.8	92.0
1257.5	88.53876	49.72	5.35	772.1	83.1
1258.5	88.64099	47.34	2.38	741.4	37.3
1259.5	88.74186	44.64	1.70	742.9	28.3
1260.5	88.83776	47.88	4.72	805.2	79.4
1261.5	88.93292	48.19	7.50	811.0	126.2
1262.5	89.03091	56.66	8.07	900.8	128.3
1263.5	89.13389				
1264.5	89.23529	38.41	27.31	607.6	432.1
1265.5	89.33189	43.25	25.85	766.1	457.9
1266.5	89.42430	45.60	5.16	796.2	90.1
1267.5	89.51663	40.65	10.80	704.5	187.1
1268.5	89.61322	46.36	7.64	745.5	122.9
1269.5	89.71447	42.51	7.15	712.6	119.9
1270.5	89.80844	39.23	9.08	672.1	155.6
1271.5	89.90391	47.76	7.99	830.5	139.0
1272.5	89.99398	48.68	9.15	885.2	166.3
1273.5	90.08602	43.59	13.36	744.8	228.3
1274.5	90.18284				
1275.5	90.27823	58.03	6.16	1017.1	108.1
1276.5	90.37458	56.02	4.98	900.5	80.0
1277.5	90.47424	57.25	2.50	974.7	42.5
1278.5	90.57292	61.41	4.25	946.0	65.5
1279.5	90.68160	64.89	2.86	989.9	43.7
1280.5	90.78694	51.35	1.24	812.6	19.7
1281.5	90.88780	47.48	1.18	807.2	20.1
1282.5	90.98188	46.73	1.31	788.2	22.2
1283.5	91.08123	46.02	2.76	758.4	45.5
1284.5	91.18171	47.57	2.49	756.0	39.6
1285.5	91.28609				
1286.5	91.38972	46.34	11.28	742.5	180.8
1287.5	91.49430	58.31	4.50	958.7	73.9
1288.5	91.58792	53.21	3.69	914.6	63.4
1289.5	91.68786	54.23	3.40	868.0	54.5
1290.5	91.79051	53.76	4.15	878.9	67.8
1291.5	91.89022	44.71	3.28	740.0	54.2
1292.5	91.98699	43.92	3.20	755.8	55.1
1293.5	92.08439	50.41	3.27	849.1	55.1
1294.5	92.18368	50.39	4.66	822.3	76.0
1295.5	92.28513	51.31	6.03	849.6	99.8
1296.5	92.38156				
1297.5	92.47558	55.24	27.41	942.0	467.4
1298.5	92.57254	51.82	12.50	903.8	217.9
1299.5	92.66571	53.40	7.63	933.8	133.5
1300.5	92.76251	52.73	9.27	920.5	161.7
1301.5	92.85644	44.32	7.25	781.8	127.8
1302.5	92.95062	41.87	3.51	716.8	60.0
1303.5	93.05145	49.21	3.05	828.0	51.3
1304.5	93.14731	47.64	1.86	814.7	31.8
1305.5	93.24489	40.92	3.83	709.9	66.4
1306.5	93.33748	39.95	2.99	733.7	55.0
1307.5	93.42799				
1308.5	93.52203	47.86	1.51	814.5	25.6
1309.5	93.62070	45.85	1.68	803.0	29.5
1310.5	93.71187	48.57	1.66	885.9	30.4
1311.5	93.80609	45.97	3.09	817.7	55.1
1312.5	93.89865	51.07	2.82	917.2	50.7
1313.5	93.99238	61.98	0.00	1111.2	0.0
1314.5	94.08375	48.10	0.04	890.9	0.8
1315.5	94.17322	44.32	0.92	829.0	17.3
1316.5	94.26652	43.28	1.29	767.4	22.9
1317.5	94.35810	40.56	1.80	732.9	32.6
1318.5	94.45385				
1319.5	94.54690	47.27	0.47	829.5	8.2
1320.5	94.64367	52.56	0.31	881.8	5.3
1321.5	94.74294	46.38	0.93	844.5	16.9
1322.5	94.82864	39.47	1.50	815.7	31.1
1323.5	94.91032	40.03	1.71	793.3	33.9
1324.5	94.99545	35.31	0.26	702.2	5.2
1325.5	95.08344	41.23	0.28	773.7	5.2
1326.5	95.17266	33.39	1.40	615.6	25.8
1327.5	95.26837	48.73	1.76	841.3	30.4
1328.5	95.36534	44.24	1.83	767.9	31.8
1329.5	95.46338				
1330.5	95.56022	40.16	0.69	697.7	11.9
1331.5	95.65658	43.39	0.94	765.9	16.6
1332.5	95.75292	44.33	1.69	785.7	29.9
1333.5	95.84753	36.27	2.29	645.7	40.7
1334.5	95.94135	38.55	2.77	716.7	51.5
1335.5	96.03400	39.62	1.09	688.7	18.9
1336.5	96.13017	33.42	1.22	608.5	22.1
1337.5	96.22268	37.82	1.54	715.4	29.1
1338.5	96.31258	40.45	1.97	732.6	35.7
1339.5	96.40928	35.30	1.48	634.7	26.5
1340.5	96.50140				
1341.5	96.60193	38.66	1.90	684.9	33.7
1342.5	96.69422	40.72	1.56	741.4	28.4
1343.5	96.78994	41.17	1.47	744.9	26.7
1344.5	96.88328	37.92	2.27	694.0	41.6
1345.5	96.97748	36.04	2.64	639.9	46.9
1346.5	97.07419	35.60	2.58	642.8	46.6
1347.5	97.16723	36.68	1.52	673.6	27.8
1348.5	97.25925	37.10	2.27	694.9	42.5
1349.5	97.35050	36.72	2.05	685.2	38.2
1350.5	97.44364	37.20	1.72	670.9	31.0
1351.5	97.53843				
1352.5	97.63418	36.32	2.12	639.2	37.3
1353.5	97.73027	37.99	3.32	714.3	62.5
1354.5	97.81884	33.67	2.29	628.2	42.8
1355.5	97.91486	31.87	2.69	557.6	47.1
1356.5	98.01264	37.63	3.59	679.9	65.0
1357.5	98.10443	31.71	4.19	597.9	79.1
1358.5	98.19692	31.99	3.42	578.4	61.9
1359.5	98.29240	35.45	4.10	645.2	74.6
1360.5	98.38898	35.13	6.22	634.7	112.3
1361.5	98.48209	34.47	4.93	650.1	93.0
1362.5	98.57323				
1363.5	98.66734	38.44	3.34	676.7	58.8
1364.5	98.76711	29.62	11.12	521.8	196.0
1365.5	98.86500	28.50	10.81	504.4	191.3
1366.5	98.96381	32.98	6.66	574.7	116.0
1367.5	99.06013	31.29	6.62	569.4	120.5
1368.5	99.15776	32.64	2.87	554.9	48.8
1369.5	99.26259	35.63	3.11	604.0	52.7
1370.5	99.36216	33.83	4.47	592.0	78.2
1371.5	99.46206	33.32	4.18	586.2	73.6
1372.5	99.55818	31.70	3.36	580.1	61.5
1373.5	99.65508				
1374.5	99.74745	36.34	3.66	675.1	67.9
1375.5	99.84330	36.11	4.06	637.8	71.8
1376.5	99.94271	33.90	4.51	607.6	80.9
1377.5	100.03876	31.88	4.86	588.5	89.6
1378.5	100.13283	31.49	4.41	581.3	81.3
1379.5	100.22710	25.80	1.99	484.7	37.4
1380.5	100.32096	27.92	2.47	511.4	45.3
1381.5	100.41676	28.70	4.21	534.5	78.4
1382.5	100.50991	32.55	3.63	608.8	67.9
1383.5	100.60461	34.89	3.00	633.2	54.4
1384.5	100.70135				
1385.5	100.79555	28.28	4.45	531.1	83.5
1386.5	100.88794	33.34	3.95	615.1	72.9
1387.5	100.98782	32.51	3.40	569.4	59.5
1388.5	101.08789	30.60	4.36	549.3	78.2
1389.5	101.18344	27.98	3.96	528.8	74.8
1390.5	101.27460	22.22	2.04	437.6	40.1
1391.5	101.36311	22.61	2.84	460.0	57.8
1392.5	101.44962	27.68	3.36	546.7	66.5
1393.5	101.54214	28.64	4.04	536.3	75.6
1394.5	101.63821	26.43	5.14	483.3	94.0
1395.5	101.73453				
1396.5	101.83005	30.46	2.68	564.2	49.7
1397.5	101.92519	30.59	3.57	571.7	66.8
1398.5	102.02244	31.45	4.46	564.8	80.2
1399.5	102.11981	29.70	4.19	550.5	77.7
1400.5	102.21650	30.96	4.77	547.2	84.3
1401.5	102.32185	31.44	3.37	536.4	57.6
1402.5	102.42312	32.08	3.85	565.3	67.9
1403.5	102.52463	35.62	6.40	633.0	113.7
1404.5	102.62626	31.58	4.78	552.5	83.6
1405.5	102.72800	33.93	4.86	583.2	83.6
1406.5	102.83486				
1407.5	102.94045	35.17	4.56	614.0	79.6
1408.5	103.04659	40.80	5.31	658.4	85.7
1409.5	103.15832	43.89	8.16	712.9	132.5
1410.5	103.27123	45.88	12.28	694.7	185.9
1411.5	103.39172	42.64	11.61	640.5	174.5
1412.5	103.51518	37.97	6.57	547.9	94.8
1413.5	103.63665	40.52	7.29	598.1	107.5
1414.5	103.75796	39.92	7.38	607.1	112.3
1415.5	103.87521	37.10	7.46	588.8	118.4
1416.5	103.98865	33.70	5.58	541.9	89.8
1417.5	104.10164				
1418.5	104.21773	35.08	4.54	584.8	75.6
1419.5	104.32473	36.39	5.05	596.6	82.9
1420.5	104.43613	37.42	4.85	621.1	80.5
1421.5	104.54484	34.81	4.79	580.2	79.8
1422.5	104.65436	31.76	3.84	539.0	65.2
1423.5	104.75794	28.89	2.19	513.7	38.9
1424.5	104.86111	28.15	2.23	498.7	39.5
1425.5	104.96492	30.09	4.17	525.4	72.9
1426.5	105.06660	29.33	4.28	536.9	78.4
1427.5	105.17054	32.55	4.61	550.3	77.9
1428.5	105.27965				
1429.5	105.38439	33.87	1.62	588.4	28.2
1430.5	105.48991	36.58	2.08	649.0	36.8
1431.5	105.59287	35.03	2.53	619.7	44.8
1432.5	105.69831	34.58	3.17	594.3	54.5
1433.5	105.80623	32.27	2.66	552.6	45.5
1434.5	105.91175	32.20	0.86	589.5	15.8
1435.5	106.01062	31.12	1.14	567.4	20.7
1436.5	106.11199	31.97	1.59	586.9	29.3
1437.5	106.21336	28.85	1.11	531.6	20.4
1438.5	106.31136	30.88	1.88	589.1	35.8
1439.5	106.40866				
1440.5	106.50399	26.17	1.07	516.4	21.1
1441.5	106.59667	30.34	0.63	613.9	12.8
1442.5	106.68935	33.16	1.49	640.4	28.8
1443.5	106.79091	35.03	2.78	620.1	49.2
1444.5	106.89690	35.63	2.14	640.1	38.5
1445.5	106.99832	35.07	0.72	638.1	13.1
1446.5	107.10259	32.67	0.80	580.6	14.2
1447.5	107.21172	34.63	2.58	589.9	43.9
1448.5	107.32095	36.68	1.77	623.3	30.0
1449.5	107.43414	40.11	1.10	667.7	18.3
1450.5	107.54624				
1451.5	107.65929	44.58	3.02	726.8	49.2
1452.5	107.77546	47.46	2.12	752.6	33.6
1453.5	107.89843	45.14	2.91	687.6	44.3
1454.5	108.02389	46.83	5.16	703.5	77.5
1455.5	108.15050	53.20	7.13	790.2	105.9
1456.5	108.28073	51.78	3.30	743.5	47.4
1457.5	108.41649	45.07	1.92	643.3	27.5
1458.5	108.54741	48.80	3.68	706.0	53.2
1459.5	108.67861	48.12	4.03	701.3	58.7
1460.5	108.81012	49.31	3.54	710.5	51.0
1461.5	108.94162				
1462.5	109.07828	54.76	3.16	777.4	44.8
1463.5	109.20483	53.84	2.42	830.9	37.4
1464.5	109.33016	53.24	3.47	827.0	54.0
1465.5	109.45621	49.71	4.98	745.4	74.7
1466.5	109.58137	47.72	5.86	758.0	93.1
1467.5	109.70216	44.61	2.94	715.4	47.1
1468.5	109.82160	43.23	2.23	714.1	36.8
1469.5	109.94435	49.07	2.77	751.8	42.4
1470.5	110.06298	43.29	2.35	733.5	39.8
1471.5	110.18330	44.16	2.26	683.9	35.0
1472.5	110.30805				
1473.5	110.42436	49.53	2.19	839.8	37.1
1474.5	110.54192	49.35	1.14	807.1	18.6
1475.5	110.66268	49.76	1.79	801.8	28.9
1476.5	110.78227	42.20	2.97	702.2	49.3
1477.5	110.89966	42.86	2.00	719.8	33.5
1478.5	111.01691	43.80	0.47	721.0	7.7
1479.5	111.13648	34.14	0.37	572.6	6.2
1480.5	111.25134	41.32	1.63	694.8	27.4
1481.5	111.37439	44.01	1.99	706.2	32.0
1482.5	111.49507	46.70	1.39	765.5	22.7
1483.5	111.61514				
1484.5	111.73498	51.12	6.03	820.8	96.8
1485.5	111.85857	56.14	1.26	912.3	20.5
1486.5	111.97923	50.49	1.59	828.8	26.1
1487.5	112.10344	47.86	1.93	773.9	31.3
1488.5	112.22202	45.49	1.84	772.7	31.2
1489.5	112.34272	37.86	0.35	609.5	5.6
1490.5	112.46412	39.60	0.43	684.3	7.4
1491.5	112.58044	44.12	1.13	764.5	19.6
1492.5	112.69220	42.39	0.98	760.6	17.6
1493.5	112.80687	42.95	1.01	733.6	17.2
1494.5	112.92494				
1495.5	113.03952	45.03	0.64	797.2	11.4
1496.5	113.15593	44.45	0.25	785.1	4.5
1497.5	113.26489	44.23	2.14	817.0	39.4
1498.5	113.37524	42.84	2.68	777.7	48.7
1499.5	113.48981	47.14	1.97	820.6	34.2
1500.5	113.60307	38.13	0.79	700.1	14.5
1501.5	113.71596	38.69	0.10	701.1	1.8
1502.5	113.82243	39.28	1.09	771.5	21.4
1503.5	113.92570	38.38	1.07	748.7	20.9
1504.5	114.02946	38.54	0.56	765.5	11.1
1505.5	114.13044				
1506.5	114.23180	42.19	1.45	830.5	28.6
1507.5	114.33645	39.31	0.38	774.2	7.5
1508.5	114.43732	36.26	0.80	735.8	16.3
1509.5	114.54171	36.18	2.23	694.4	42.8
1510.5	114.64805	35.13	2.75	692.4	54.1
1511.5	114.74975	28.57	0.57	607.0	12.2
1512.5	114.84384	28.23	0.11	594.1	2.3
1513.5	114.94528	36.77	0.69	747.7	14.1
1514.5	115.04427	35.17	0.77	752.7	16.6
1515.5	115.13963	34.22	0.67	730.9	14.2
1516.5	115.23713				
1517.5	115.33202	31.71	0.27	676.0	5.7
1518.5	115.43150	34.85	0.39	725.5	8.1
1519.5	115.53135	32.40	0.81	683.4	17.0
1520.5	115.62795	32.32	1.32	693.0	28.3
1521.5	115.72689	32.49	0.98	677.1	20.3
1522.5	115.82456	25.81	0.00	559.5	0.0
1523.5	115.92237	25.70	0.00	544.3	0.0
1524.5	116.01894	30.60	0.68	648.6	14.4
1525.5	116.11741	29.09	0.85	634.1	18.5
1526.5	116.21571	33.12	0.63	682.8	13.0
1527.5	116.31362				
1528.5	116.40418	26.70	0.00	615.2	0.0
1529.5	116.49534	28.49	0.00	652.0	0.0
1530.5	116.58810	27.56	4.70	614.6	104.9
1531.5	116.68151	22.17	5.80	509.0	133.2
1532.5	116.77212	23.79	4.24	544.5	97.0
1533.5	116.86481	21.53	2.02	500.8	47.0
1534.5	116.95286	19.91	2.82	478.7	67.7
1535.5	117.04202	21.85	1.20	504.7	27.8
1536.5	117.13204	24.45	1.46	591.4	35.3
1537.5	117.21871	22.44	1.03	544.5	25.1
1538.5	117.30577				
1539.5	117.38916	18.86	4.26	469.0	106.0
1540.5	117.47801	22.45	5.95	543.5	144.0
1541.5	117.56416	18.62	5.03	459.6	124.0
1542.5	117.64908	17.94	3.45	450.5	86.7
1543.5	117.73446	18.61	2.81	461.3	69.6
1544.5	117.81935	16.62	0.00	418.6	0.0
1545.5	117.90465	15.46	0.00	376.3	0.0
1546.5	117.99234	20.41	1.00	525.1	25.7
1547.5	118.07109	18.45	1.61	507.0	44.3
1548.5	118.14999	17.37	2.91	447.2	74.9
1549.5	118.23657				
1550.5	118.32285	20.01	2.43	492.3	59.7
1551.5	118.40806	24.86	1.80	648.6	46.8
1552.5	118.48912	18.57	6.67	479.9	172.3
1553.5	118.57401	16.91	6.09	424.7	153.0
1554.5	118.66006	19.33	2.91	478.0	71.9
1555.5	118.74572	15.04	0.97	391.9	25.4
1556.5	118.82858	13.46	1.22	343.6	31.1
1557.5	118.91045	17.90	0.84	481.1	22.6
1558.5	118.98960	15.08	0.82	414.6	22.5
1559.5	119.06781	17.20	0.86	467.9	23.4
1560.5	119.14846				
1561.5	119.23137	17.26	2.91	453.5	76.5
1562.5	119.31330	15.47	3.48	406.2	91.5
1563.5	119.39556	19.70	2.50	510.9	64.9
1564.5	119.47985	15.37	3.16	402.6	82.8
1565.5	119.55995	16.92	5.33	463.6	146.1
1566.5	119.63824	15.23	0.00	416.0	0.0
1567.5	119.71852	13.17	0.26	369.8	7.4
1568.5	119.79348	14.80	1.61	423.2	46.1
1569.5	119.87216	15.43	1.63	421.4	44.4
1570.5	119.95187	15.94	1.40	425.3	37.3
1571.5	120.03457				
1572.5	120.11429	14.43	1.90	400.0	52.8
1573.5	120.19108	14.66	1.29	411.0	36.1
1574.5	120.26815	12.74	2.01	374.5	59.1
1575.5	120.34304	11.48	2.94	329.9	84.3
1576.5	120.42015	12.02	3.86	336.0	107.9
1577.5	120.49832	10.71	1.93	302.8	54.5
1578.5	120.57627	11.29	2.01	310.0	55.2
1579.5	120.65597	14.45	1.72	401.6	47.7
1580.5	120.73424	13.81	1.43	387.3	40.0
1581.5	120.81113	13.20	1.81	384.6	52.9
1582.5	120.88643				
1583.5	120.96190	11.14	2.24	325.6	65.4
1584.5	121.03599	11.16	2.43	340.3	74.1
1585.5	121.10905	12.27	2.10	356.9	61.2
1586.5	121.18428	12.18	2.96	358.9	87.2
1587.5	121.25954	12.46	3.04	359.8	87.9
1588.5	121.33600	19.98	2.18	577.7	62.9
1589.5	121.41201	19.21	1.68	562.9	49.4
1590.5	121.48522	12.67	3.19	388.0	97.9
1591.5	121.55642	12.47	1.98	386.4	61.5
1592.5	121.62990	11.01	2.03	325.1	59.9
1593.5	121.70348				
1594.5	121.77642	12.58	1.07	371.6	31.7
1595.5	121.85108	12.31	2.63	369.9	79.0
1596.5	121.92529	12.40	1.22	352.7	34.6
1597.5	122.00579	11.61	0.79	325.9	22.2
1598.5	122.08327	10.86	0.84	312.7	24.2
1599.5	122.16013	13.62	1.67	392.6	48.1
1600.5	122.23710	12.69	2.32	378.9	69.4
1601.5	122.30917	10.00	1.73	309.1	53.4
1602.5	122.38049				
1603.5	122.45474	12.58	0.78	368.4	23.0
1604.5	122.53025	13.22	1.48	395.5	44.1
1605.5	122.60431	11.38	0.61	341.8	18.4
1606.5	122.67764	9.34	0.75	288.5	23.0
1607.5	122.74996	9.47	1.05	289.9	32.0
1608.5	122.82223	9.82	1.85	310.0	58.4
1609.5	122.89222	9.83	1.78	306.6	55.6
1610.5	122.96563				
1611.5	123.03805				
1612.5	123.11094	10.49	0.64	315.9	19.3
1613.5	123.18673	11.57	0.61	342.9	18.0
1614.5	123.26019	12.92	2.41	399.7	74.6
1615.5	123.33385	13.28	2.22	398.5	66.7
1616.5	123.40842	11.77	2.01	351.3	60.0
1617.5	123.48270	11.64	2.26	354.7	68.9
1618.5	123.55574	9.49	2.58	293.2	79.6
1619.5	123.62986				
1620.5	123.70224	8.32	1.51	267.1	48.6
1621.5	123.77219	11.32	1.14	355.2	35.9
1622.5	123.84508	9.49	2.64	303.1	84.2
1623.5	123.91428	10.35	3.34	328.1	105.9
1624.5	123.98583	8.78	2.32	271.6	71.8
1625.5	124.06144	10.14	3.41	297.4	99.9
1626.5	124.13484				
1627.5	124.20343				
1628.5	124.26961				
1629.5	124.33558	6.63	1.34	221.2	44.8
1630.5	124.40603	7.98	1.30	255.1	41.4
1631.5	124.47632	7.76	1.52	246.0	48.3
1632.5	124.55005	11.39	1.45	338.1	42.9
1633.5	124.62841	9.12	0.83	267.0	24.2
1634.5	124.70341	10.07	1.23	297.1	36.2
1635.5	124.78281	11.14	1.60	317.2	45.6
1636.5	124.85912	7.27	1.81	225.9	56.2
1637.5	124.93065				
1638.5	125.00452	8.95	0.96	265.4	28.3
1639.5	125.08416	10.42	0.80	303.2	23.3
1640.5	125.16053	11.99	1.48	349.6	43.2
1641.5	125.23742	11.16	1.60	335.9	48.1
1642.5	125.31261	10.41	1.46	309.0	43.2
1643.5	125.39080	10.43	2.02	309.0	59.9
1644.5	125.46525	10.69	1.43	329.5	44.1
1645.5	125.53851	7.71	1.65	233.4	50.0
1646.5	125.61616				
1647.5	125.69386	10.93	0.94	320.1	27.7
1648.5	125.77165	12.53	0.90	363.1	26.2
1649.5	125.85243	12.45	1.04	340.9	28.5
1650.5	125.93163	9.98	1.16	300.1	34.8
1651.5	126.00963	8.44	3.37	245.9	98.2
1652.5	126.08667	10.82	1.85	321.9	55.0
1653.5	126.16294	9.17	2.46	275.2	73.8
1654.5	126.24137				
1655.5	126.31773				
1656.5	126.39535	9.61	1.22	273.3	34.8
1657.5	126.47764	10.07	1.16	274.6	31.8
1658.5	126.56011	10.66	1.26	307.0	36.2
1659.5	126.63749	9.97	1.36	299.9	40.8
1660.5	126.71217	8.71	1.44	267.9	44.2
1661.5	126.78496	8.06	1.28	261.1	41.4
1662.5	126.85496	7.37	1.20	240.5	39.3
1663.5	126.92367				
1664.5	126.99129	5.35	0.79	180.0	26.7
1665.5	127.05940	7.58	1.39	254.3	46.8
1666.5	127.12625	7.37	1.92	251.1	65.5
1667.5	127.19612	9.21	1.10	296.1	35.2
1668.5	127.26731	10.96	2.45	359.0	80.3
1669.5	127.33626	7.29	1.60	239.6	52.6
1670.5	127.40772	7.87	1.42	248.6	44.7
1671.5	127.47900	7.34	2.43	246.8	81.6
1672.5	127.54504				
1673.5	127.61246	5.03	0.86	171.1	29.1
1674.5	127.68060	2.62	8.53	88.0	286.2
1675.5	127.74884	6.91	0.99	230.4	33.0
1676.5	127.81678	9.47	0.57	333.5	20.1
1677.5	127.87851	7.34	1.48	277.0	55.9
1678.5	127.94044	5.76	1.03	217.8	38.8
1679.5	128.00054	5.49	1.03	206.7	38.6
1680.5	128.06151	3.64	1.30	138.4	49.4
1681.5	128.12210				
1682.5	128.18470	5.81	0.76	214.7	28.2
1683.5	128.24606	7.91	0.81	289.6	29.7
1684.5	128.30812	7.06	0.44	273.9	17.2
1685.5	128.36601	5.88	0.17	236.3	6.9
1686.5	128.42286	7.50	0.62	303.5	24.9
1687.5	128.47976	4.42	2.87	178.1	115.5
1688.5	128.53706	4.34	1.64	177.8	67.3
1689.5	128.59257	3.47	1.33	139.0	53.2
1690.5	128.65087				
