/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): AICC2012 chronology for ice core EDC [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824865, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Further details:	Supplementary material to AICC2012 ice core chronology (URI: hdl:10013/epic.42823.d001)
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 3192.75 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Age, standard deviation [±] (Age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age, standard deviation [±] (Gas age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Thinning function (TF) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Lock-in depth in ice equivalent [m] (LIDIE) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	11512 data points
*/
Depth ice/snow [m]	Age [ka BP]	Age std dev [±]	Gas age [ka BP]	Gas age std dev [±]	Acc rate ice per year [m/a]	TF	LIDIE [m]
1404.15	102.24000	1.65609	99.52310	1.67237	0.0220	0.5343	62.67
1405.80	102.38000	1.65693	99.69090	1.67885	0.0213	0.5330	62.61
1407.45	102.52600	1.66722	99.83620	1.69627	0.0211	0.5325	61.93
1409.10	102.67200	1.68248	100.00700	1.70385	0.0200	0.5319	61.37
1410.75	102.82800	1.68535	100.16900	1.72243	0.0186	0.5304	61.77
1412.40	102.99500	1.67982	100.29100	1.74081	0.0184	0.5292	62.77
1414.05	103.16400	1.68206	100.38600	1.73988	0.0192	0.5283	63.37
1415.70	103.32700	1.69308	100.49500	1.73661	0.0197	0.5273	63.46
1417.35	103.48600	1.71369	100.62700	1.71188	0.0194	0.5265	64.01
1419.00	103.64700	1.73717	100.73800	1.71110	0.0197	0.5258	64.57
1420.65	103.80600	1.73732	100.84800	1.70254	0.0198	0.5251	65.13
1422.30	103.96500	1.74794	100.96200	1.66523	0.0207	0.5240	65.73
1423.95	104.11700	1.75196	101.07500	1.64907	0.0207	0.5229	66.14
1425.60	104.26900	1.76857	101.18800	1.67849	0.0211	0.5216	66.42
1427.25	104.41900	1.78871	101.30300	1.68358	0.0198	0.5194	65.81
1428.90	104.58000	1.79020	101.46900	1.68213	0.0204	0.5178	65.59
1430.55	104.73600	1.80986	101.61800	1.69023	0.0207	0.5164	65.29
1432.20	104.89100	1.79235	101.77000	1.67886	0.0198	0.5142	64.97
1433.85	105.05200	1.78028	101.92800	1.69104	0.0211	0.5121	65.80
1435.50	105.20500	1.75785	102.04300	1.66727	0.0210	0.5104	65.90
1437.15	105.35900	1.72462	102.18700	1.65586	0.0215	0.5087	64.96
1438.80	105.50900	1.70506	102.37700	1.65666	0.0221	0.5067	64.45
1440.45	105.65700	1.69418	102.55600	1.66938	0.0231	0.5048	64.21
1442.10	105.79900	1.72486	102.72800	1.68873	0.0213	0.5030	62.37
1443.75	105.95300	1.73571	102.99200	1.67978	0.0209	0.5011	60.85
1445.40	106.11000	1.76581	103.24900	1.68318	0.0206	0.4992	59.71
1447.05	106.27100	1.78114	103.47600	1.71204	0.0200	0.4972	60.06
1448.70	106.43700	1.78126	103.63100	1.73756	0.0195	0.4952	60.92
1450.35	106.60800	1.79160	103.76100	1.73429	0.0196	0.4932	60.18
1452.00	106.77800	1.82206	103.96700	1.74807	0.0185	0.4912	59.04
1453.65	106.96000	1.85677	104.18200	1.75363	0.0178	0.4893	58.08
1455.30	107.14900	1.88885	104.38600	1.78840	0.0172	0.4874	57.36
1456.95	107.34600	1.89355	104.58900	1.79028	0.0168	0.4855	56.82
1458.60	107.54800	1.88190	104.78000	1.81568	0.0170	0.4834	56.52
1460.25	107.74900	1.87867	104.96200	1.77740	0.0168	0.4814	56.64
1461.90	107.95200	1.83779	105.12500	1.78256	0.0168	0.4797	57.96
1463.55	108.15700	1.83357	105.22800	1.75073	0.0177	0.4780	57.41
1465.20	108.35200	1.80515	105.41500	1.71352	0.0174	0.4763	55.59
1466.85	108.55100	1.79860	105.65000	1.69252	0.0182	0.4746	56.26
1468.50	108.74200	1.78881	105.77300	1.72281	0.0177	0.4730	57.04
1470.15	108.94000	1.77568	105.89900	1.73278	0.0181	0.4714	58.04
1471.80	109.13300	1.75870	106.01800	1.73928	0.0180	0.4700	60.10
1473.45	109.32800	1.74375	106.09200	1.76170	0.0180	0.4685	62.40
1475.10	109.52300	1.73537	106.15600	1.77586	0.0177	0.4670	62.16
1476.75	109.72300	1.72820	106.33800	1.78422	0.0180	0.4659	61.76
1478.40	109.92000	1.72369	106.53300	1.77838	0.0177	0.4646	61.29
1480.05	110.12100	1.72166	106.73500	1.81390	0.0173	0.4634	61.46
1481.70	110.32700	1.72206	106.91300	1.84706	0.0172	0.4621	61.94
1483.35	110.53400	1.72465	107.08300	1.88234	0.0171	0.4610	62.31
1485.00	110.74300	1.72958	107.26500	1.90039	0.0170	0.4593	62.09
1486.65	110.95500	1.73566	107.49100	1.88122	0.0168	0.4577	61.76
1488.30	111.17000	1.73653	107.72200	1.88396	0.0168	0.4558	61.43
1489.95	111.38600	1.72702	107.95800	1.83665	0.0174	0.4542	61.24
1491.60	111.59400	1.73076	108.18500	1.83314	0.0181	0.4526	61.19
1493.25	111.79500	1.73665	108.39500	1.79792	0.0172	0.4510	60.83
1494.90	112.00800	1.72378	108.62300	1.79892	0.0175	0.4494	60.61
1496.55	112.21800	1.71990	108.83900	1.78063	0.0185	0.4480	61.05
1498.20	112.41700	1.72234	109.02100	1.77166	0.0177	0.4468	61.09
1499.85	112.62500	1.71317	109.22200	1.74837	0.0182	0.4458	59.60
1501.50	112.82900	1.69945	109.50300	1.73608	0.0195	0.4447	59.02
1503.15	113.02000	1.69582	109.74100	1.72752	0.0198	0.4436	60.21
1504.80	113.20700	1.69736	109.88300	1.72421	0.0206	0.4427	60.95
1506.45	113.38800	1.69879	110.05000	1.72186	0.0201	0.4418	61.16
1508.10	113.57400	1.69925	110.24900	1.72129	0.0204	0.4410	60.63
1509.75	113.75700	1.68269	110.49100	1.72369	0.0204	0.4404	60.24
1511.40	113.94100	1.68569	110.72700	1.72906	0.0223	0.4402	60.51
1513.05	114.10900	1.67844	110.92500	1.73521	0.0216	0.4408	60.60
1514.70	114.28200	1.67589	111.12900	1.73819	0.0225	0.4408	61.01
1516.35	114.44800	1.67889	111.32100	1.73042	0.0226	0.4402	61.66
1518.00	114.61400	1.67819	111.50000	1.72095	0.0221	0.4395	62.15
1519.65	114.78400	1.68022	111.68300	1.74008	0.0227	0.4388	62.21
1521.30	114.95000	1.67923	111.89200	1.73368	0.0228	0.4381	62.16
1522.95	115.11600	1.67727	112.11200	1.71487	0.0229	0.4375	61.95
1524.60	115.28100	1.67684	112.33200	1.72538	0.0231	0.4368	61.22
1526.25	115.44500	1.66864	112.58200	1.71642	0.0233	0.4362	60.99
1527.90	115.60700	1.67080	112.80500	1.69966	0.0249	0.4355	62.08
1529.55	115.75900	1.66344	112.94600	1.69845	0.0244	0.4349	62.68
1531.20	115.91500	1.65805	113.11000	1.69260	0.0251	0.4341	63.28
1532.85	116.06600	1.65363	113.27100	1.70046	0.0256	0.4334	63.64
1534.50	116.21500	1.65079	113.44100	1.69804	0.0255	0.4327	63.91
1536.15	116.36500	1.65265	113.61900	1.69965	0.0267	0.4319	64.40
1537.80	116.50800	1.66005	113.78300	1.67950	0.0274	0.4311	64.64
1539.45	116.64800	1.65744	113.96000	1.68643	0.0265	0.4302	64.64
1541.10	116.79300	1.65647	114.13500	1.67708	0.0274	0.4294	64.90
1542.75	116.93300	1.65734	114.30000	1.67574	0.0274	0.4286	64.81
1544.40	117.07400	1.65184	114.47600	1.67948	0.0271	0.4279	64.34
1546.05	117.21600	1.64997	114.66800	1.67770	0.0291	0.4271	65.07
1547.70	117.34900	1.65551	114.81100	1.68079	0.0283	0.4261	65.70
1549.35	117.48500	1.65451	114.95600	1.67916	0.0272	0.4251	65.03
1551.00	117.62800	1.65744	115.15600	1.67680	0.0288	0.4242	64.95
1552.65	117.76300	1.65842	115.33000	1.67685	0.0275	0.4232	65.31
1554.30	117.90500	1.65561	115.48500	1.66576	0.0279	0.4224	66.00
1555.95	118.04500	1.65287	115.62300	1.67147	0.0284	0.4215	66.41
1557.60	118.18200	1.65151	115.76500	1.66312	0.0300	0.4207	65.23
1559.25	118.31300	1.65257	115.97100	1.65617	0.0291	0.4199	63.63
1560.90	118.44800	1.65476	116.18700	1.65043	0.0286	0.4189	62.63
1562.55	118.58600	1.65457	116.37900	1.65283	0.0283	0.4180	64.09
1564.20	118.72500	1.65346	116.47400	1.65566	0.0292	0.4172	66.72
1565.85	118.86100	1.65163	116.52600	1.66242	0.0298	0.4163	66.93
1567.50	118.99400	1.65010	116.66400	1.65677	0.0310	0.4152	66.84
1569.15	119.12200	1.65697	116.81800	1.65641	0.0293	0.4141	66.40
1570.80	119.25800	1.65681	116.98000	1.65772	0.0290	0.4130	66.14
1572.45	119.39500	1.65434	117.13700	1.64787	0.0302	0.4118	66.06
1574.10	119.52800	1.64963	117.28400	1.65178	0.0316	0.4111	66.61
1575.75	119.65500	1.65582	117.40400	1.65869	0.0302	0.4104	66.92
1577.40	119.78800	1.65933	117.53600	1.65191	0.0300	0.4095	67.34
1579.05	119.92300	1.66133	117.66700	1.65979	0.0300	0.4083	67.07
1580.70	120.05700	1.65800	117.82100	1.65760	0.0311	0.4069	66.48
1582.35	120.18800	1.65748	117.99000	1.65361	0.0313	0.4058	65.74
1584.00	120.31800	1.65592	118.15900	1.65132	0.0321	0.4047	65.08
1585.65	120.44500	1.65940	118.31800	1.65261	0.0314	0.4038	64.26
1587.30	120.57500	1.66027	118.48600	1.65538	0.0309	0.4030	64.41
1588.95	120.70800	1.65677	118.62300	1.65427	0.0318	0.4024	65.27
1590.60	120.83600	1.65609	118.73600	1.65337	0.0329	0.4027	66.09
1592.25	120.96100	1.66027	118.84300	1.65226	0.0323	0.4026	66.51
1593.90	121.08800	1.66745	118.96300	1.64797	0.0317	0.4024	66.58
1595.55	121.21800	1.67270	119.09100	1.65692	0.0307	0.4020	66.29
1597.20	121.35100	1.67230	119.23800	1.65714	0.0305	0.4022	65.89
1598.85	121.48600	1.67000	119.38700	1.65469	0.0308	0.4015	66.02
1600.50	121.61900	1.66604	119.51900	1.64920	0.0330	0.4015	65.89
1602.15	121.74400	1.67225	119.65100	1.65571	0.0320	0.4017	64.88
1603.80	121.87200	1.67305	119.81600	1.66004	0.0319	0.4007	65.05
1605.45	122.00100	1.67048	119.95000	1.66166	0.0326	0.4003	65.97
1607.10	122.12700	1.66984	120.05700	1.65800	0.0329	0.4004	66.14
1608.75	122.25300	1.67236	120.18200	1.65759	0.0332	0.4005	66.37
1610.40	122.37700	1.67777	120.30300	1.65549	0.0328	0.4007	67.10
1612.05	122.50200	1.67601	120.40700	1.65857	0.0317	0.4008	67.02
1613.70	122.63200	1.67939	120.53900	1.66146	0.0327	0.4008	67.08
1615.35	122.75800	1.67765	120.66800	1.65719	0.0319	0.4007	66.44
1617.00	122.88700	1.67889	120.81900	1.65558	0.0328	0.4002	66.53
1618.65	123.01300	1.67640	120.94400	1.65936	0.0325	0.4001	67.23
1620.30	123.14000	1.67524	121.05000	1.66504	0.0341	0.3995	67.56
1621.95	123.26100	1.67822	121.17100	1.67271	0.0341	0.3986	67.17
1623.60	123.38200	1.68134	121.32100	1.67268	0.0333	0.3986	66.85
1625.25	123.50700	1.67865	121.46600	1.67087	0.0331	0.3986	66.78
1626.90	123.63200	1.67373	121.60100	1.66495	0.0364	0.3982	67.35
1628.55	123.74600	1.68012	121.71200	1.67170	0.0361	0.3976	67.51
1630.20	123.86100	1.69608	121.83800	1.67385	0.0347	0.3974	67.46
1631.85	123.98000	1.69596	121.96900	1.67075	0.0318	0.3973	67.02
1633.50	124.11100	1.69629	122.11000	1.66954	0.0322	0.3972	66.88
1635.15	124.24000	1.69481	122.24000	1.67182	0.0322	0.3969	66.27
1636.80	124.36900	1.69575	122.38400	1.67808	0.0339	0.3964	66.22
1638.45	124.49200	1.70799	122.51400	1.67581	0.0317	0.3960	65.80
1640.10	124.62400	1.71070	122.65900	1.68019	0.0320	0.3954	65.55
1641.75	124.75400	1.70695	122.79600	1.67670	0.0320	0.3952	65.33
1643.40	124.88400	1.70897	122.93100	1.67995	0.0333	0.3948	65.45
1645.05	125.01000	1.71473	123.05600	1.67450	0.0324	0.3943	65.16
1646.70	125.13900	1.72776	123.19200	1.67570	0.0319	0.3938	64.87
1648.35	125.27100	1.73731	123.32400	1.68051	0.0304	0.3931	64.48
1650.00	125.40900	1.74325	123.46200	1.68246	0.0322	0.3931	64.57
1651.65	125.53900	1.75401	123.58400	1.67212	0.0323	0.3932	64.49
1653.30	125.66900	1.76320	123.70400	1.67613	0.0318	0.3931	65.57
1654.95	125.80100	1.77632	123.78900	1.68433	0.0324	0.3928	67.11
1656.60	125.93000	1.79744	123.86400	1.69655	0.0298	0.3924	66.61
1658.25	126.07100	1.78655	124.00100	1.69586	0.0322	0.3920	66.25
1659.90	126.20200	1.77169	124.14500	1.69643	0.0338	0.3915	65.63
1661.55	126.32700	1.76906	124.29600	1.69388	0.0355	0.3907	66.45
1663.20	126.44600	1.77034	124.40200	1.69657	0.0366	0.3899	67.95
1664.85	126.56100	1.77821	124.48500	1.70785	0.0367	0.3892	67.85
1666.50	126.67700	1.78209	124.62300	1.71071	0.0350	0.3886	67.49
1668.15	126.79900	1.78396	124.76800	1.70656	0.0355	0.3881	67.38
1669.80	126.91800	1.79298	124.90400	1.70937	0.0342	0.3876	66.21
1671.45	127.04300	1.77838	125.06700	1.71763	0.0367	0.3869	66.10
1673.10	127.15900	1.77538	125.20500	1.73702	0.0359	0.3860	66.68
1674.75	127.27800	1.75589	125.32600	1.73755	0.0356	0.3852	67.04
1676.40	127.39900	1.74720	125.45400	1.74638	0.0390	0.3841	66.20
1678.05	127.50900	1.74653	125.61500	1.76088	0.0395	0.3831	65.97
1679.70	127.61800	1.74503	125.75900	1.76712	0.0393	0.3821	65.63
1681.35	127.72800	1.74739	125.90500	1.79931	0.0382	0.3813	65.34
1683.00	127.84100	1.74238	126.05700	1.78816	0.0383	0.3803	65.12
1684.65	127.95400	1.73174	126.20100	1.77172	0.0411	0.3793	64.08
1686.30	128.06000	1.72784	126.35900	1.76839	0.0412	0.3785	63.69
1687.95	128.16600	1.72590	126.49100	1.77135	0.0418	0.3780	63.64
1689.60	128.27000	1.72643	126.61000	1.78294	0.0407	0.3776	63.32
1691.25	128.37800	1.72268	126.73900	1.78130	0.0400	0.3772	63.84
1692.90	128.48700	1.72140	126.84700	1.78615	0.0398	0.3768	66.03
1694.55	128.59700	1.72220	126.90900	1.79417	0.0386	0.3763	66.11
1696.20	128.71100	1.72389	127.03400	1.77862	0.0396	0.3757	65.64
1697.85	128.82200	1.72518	127.16600	1.77521	0.0393	0.3753	65.06
1699.50	128.93400	1.73055	127.30200	1.75176	0.0414	0.3749	64.98
1701.15	129.04000	1.73643	127.42400	1.74598	0.0373	0.3743	64.76
1702.80	129.15800	1.73656	127.54300	1.74675	0.0400	0.3738	65.70
1704.45	129.26800	1.74308	127.63100	1.74474	0.0396	0.3733	66.68
1706.10	129.38000	1.74973	127.71800	1.74776	0.0390	0.3730	66.83
1707.75	129.49300	1.75266	127.82900	1.74356	0.0372	0.3728	66.42
1709.40	129.61200	1.75369	127.95300	1.73177	0.0391	0.3726	66.38
1711.05	129.72600	1.76055	128.06100	1.72780	0.0380	0.3727	67.16
1712.70	129.84200	1.76776	128.14800	1.72552	0.0375	0.3726	68.49
1714.35	129.96000	1.77362	128.22200	1.72708	0.0372	0.3725	69.07
1716.00	130.07900	1.78094	128.31400	1.72585	0.0373	0.3726	69.22
1717.65	130.19800	1.79328	128.41800	1.72067	0.0359	0.3725	68.24
1719.30	130.32200	1.80283	128.55200	1.72209	0.0347	0.3724	67.96
1720.95	130.45000	1.81073	128.67200	1.72238	0.0342	0.3729	68.28
1722.60	130.57900	1.82138	128.77400	1.72638	0.0332	0.3736	68.43
1724.25	130.71200	1.82819	128.87800	1.72377	0.0316	0.3742	68.14
1725.90	130.85100	1.83630	128.99200	1.73767	0.0321	0.3750	67.35
1727.55	130.98800	1.84661	129.12200	1.73432	0.0316	0.3758	67.59
1729.20	131.12700	1.85720	129.22500	1.74071	0.0315	0.3767	68.33
1730.85	131.26600	1.87923	129.31300	1.74554	0.0311	0.3775	67.72
1732.50	131.40700	1.91002	129.43700	1.75334	0.0278	0.3784	66.66
1734.15	131.56400	1.93650	129.57800	1.75164	0.0277	0.3793	66.22
1735.80	131.72100	1.96585	129.70000	1.75894	0.0268	0.3802	66.27
1737.45	131.88300	1.96993	129.81000	1.76597	0.0254	0.3811	66.50
1739.10	132.05300	1.98457	129.91800	1.77205	0.0271	0.3820	66.48
1740.75	132.21200	2.01577	130.03300	1.77630	0.0257	0.3830	66.30
1742.40	132.38000	2.04398	130.15200	1.78816	0.0250	0.3838	67.04
1744.05	132.55200	2.08428	130.24900	1.79889	0.0237	0.3845	67.08
1745.70	132.73300	2.12115	130.36900	1.80538	0.0232	0.3854	66.76
1747.35	132.91700	2.14498	130.50200	1.81421	0.0229	0.3864	66.61
1749.00	133.10400	2.12204	130.63200	1.82635	0.0223	0.3871	66.41
1750.65	133.29500	2.16243	130.77000	1.82954	0.0237	0.3877	66.46
1752.30	133.47400	2.16969	130.90300	1.84067	0.0214	0.3882	65.85
1753.95	133.67300	2.17229	131.05900	1.85157	0.0219	0.3885	65.76
1755.60	133.86700	2.19689	131.19900	1.86311	0.0209	0.3886	64.89
1757.25	134.07000	2.22602	131.36700	1.90331	0.0203	0.3880	63.87
1758.90	134.27900	2.26576	131.56100	1.93592	0.0199	0.3874	62.81
1760.55	134.49300	2.30936	131.76200	1.97356	0.0193	0.3866	61.85
1762.20	134.71500	2.37703	131.97000	1.96732	0.0180	0.3858	60.85
1763.85	134.95200	2.42220	132.17600	2.00989	0.0168	0.3852	60.34
1765.50	135.20700	2.41234	132.36500	2.04050	0.0167	0.3846	60.22
1767.15	135.46300	2.43158	132.54600	2.08300	0.0169	0.3838	60.62
1768.80	135.71700	2.49416	132.71500	2.11878	0.0159	0.3830	60.22
1770.45	135.98900	2.55014	132.92100	2.14549	0.0146	0.3823	59.47
1772.10	136.28500	2.52741	133.14700	2.11658	0.0150	0.3815	59.03
1773.75	136.57200	2.52082	133.35800	2.18189	0.0147	0.3808	58.52
1775.40	136.86700	2.55051	133.57300	2.15934	0.0148	0.3800	58.17
1777.05	137.16000	2.57003	133.79100	2.18745	0.0144	0.3791	58.03
1778.70	137.46300	2.58995	134.00300	2.21357	0.0142	0.3783	58.01
1780.35	137.77100	2.61809	134.21700	2.25297	0.0137	0.3775	56.37
1782.00	138.08900	2.68886	134.51600	2.31405	0.0134	0.3766	55.16
1783.65	138.41600	2.73691	134.81200	2.40782	0.0124	0.3758	55.38
1785.30	138.77000	2.73507	135.05000	2.43230	0.0124	0.3750	55.92
1786.95	139.12400	2.75768	135.28200	2.40286	0.0126	0.3742	55.00
1788.60	139.47400	2.76877	135.59700	2.45271	0.0123	0.3735	54.40
1790.25	139.83500	2.75534	135.90400	2.55850	0.0123	0.3726	54.43
1791.90	140.19500	2.77043	136.19900	2.52939	0.0124	0.3717	52.56
1793.55	140.55200	2.81044	136.61900	2.51974	0.0119	0.3708	51.86
1795.20	140.92600	2.81286	136.96900	2.56315	0.0119	0.3699	51.92
1796.85	141.30100	2.78910	137.26900	2.57396	0.0119	0.3689	51.92
1798.50	141.67700	2.80028	137.58400	2.59991	0.0126	0.3680	52.06
1800.15	142.03100	2.85444	137.89400	2.63009	0.0124	0.3670	51.98
1801.80	142.39500	2.80069	138.23200	2.73189	0.0118	0.3663	51.87
1803.45	142.77600	2.74806	138.58900	2.74161	0.0129	0.3653	52.13
1805.10	143.12700	2.74256	138.93200	2.72925	0.0122	0.3647	52.35
1806.75	143.49700	2.77544	139.27400	2.77988	0.0129	0.3639	52.56
1808.40	143.84900	2.85161	139.62100	2.76063	0.0124	0.3631	51.42
1810.05	144.21500	2.86879	140.08100	2.74924	0.0125	0.3624	51.65
1811.70	144.57800	2.86174	140.42900	2.81361	0.0133	0.3619	52.61
1813.35	144.92000	2.88658	140.72400	2.80602	0.0132	0.3612	52.78
1815.00	145.26700	2.91238	141.09300	2.81853	0.0132	0.3605	53.01
1816.65	145.61400	2.96149	141.45900	2.76679	0.0136	0.3600	53.45
1818.30	145.95200	3.06503	141.79700	2.81871	0.0129	0.3591	53.07
1819.95	146.30800	3.07616	142.19500	2.87930	0.0133	0.3585	53.05
1821.60	146.65300	3.07545	142.57600	2.72958	0.0137	0.3577	53.01
1823.25	146.99100	3.11599	142.95400	2.76457	0.0149	0.3573	53.22
1824.90	147.30000	3.12916	143.30300	2.72005	0.0143	0.3566	52.98
1826.55	147.62400	3.22427	143.69000	2.83086	0.0139	0.3559	52.92
1828.20	147.95800	3.34052	144.06300	2.87964	0.0131	0.3557	52.79
1829.85	148.31100	3.35266	144.44000	2.85269	0.0140	0.3552	53.39
1831.50	148.64200	3.39594	144.75200	2.87313	0.0146	0.3548	53.38
1833.15	148.96100	3.44598	145.10100	2.90097	0.0145	0.3541	52.46
1834.80	149.28300	3.46754	145.52400	2.93007	0.0140	0.3537	51.96
1836.45	149.61800	3.50858	145.90500	3.06331	0.0139	0.3533	51.98
1838.10	149.95400	3.50573	146.26100	3.07643	0.0141	0.3527	51.60
1839.75	150.28700	3.52137	146.64300	3.07419	0.0152	0.3522	51.47
1841.40	150.59500	3.55726	146.99600	3.11657	0.0156	0.3519	50.50
1843.05	150.89600	3.58351	147.37500	3.13225	0.0155	0.3511	52.31
1844.70	151.20000	3.66481	147.58200	3.20891	0.0149	0.3507	51.94
1846.35	151.51500	3.70395	147.94400	3.34045	0.0148	0.3501	52.97
1848.00	151.83300	3.71964	148.22700	3.34194	0.0149	0.3494	52.43
1849.65	152.15000	3.73924	148.60800	3.39055	0.0148	0.3488	50.88
1851.30	152.47000	3.78603	149.03900	3.45827	0.0146	0.3484	51.43
1852.95	152.79500	3.78262	149.33000	3.46932	0.0145	0.3478	52.94
1854.60	153.12300	3.80153	149.56400	3.50945	0.0149	0.3469	52.91
1856.25	153.44300	3.81784	149.91200	3.50375	0.0149	0.3463	51.84
1857.90	153.76200	3.87575	150.32400	3.52313	0.0149	0.3456	52.02
1859.55	154.08200	3.84445	150.62600	3.56115	0.0139	0.3450	52.01
1861.20	154.42600	3.88587	150.93400	3.58660	0.0143	0.3444	53.32
1862.85	154.76200	3.84706	151.16100	3.65896	0.0131	0.3437	54.05
1864.50	155.13000	3.83262	151.43300	3.70012	0.0138	0.3431	54.03
1866.15	155.47900	3.80228	151.75900	3.71548	0.0128	0.3426	53.28
1867.80	155.85500	3.75474	152.13100	3.73639	0.0129	0.3420	53.08
1869.45	156.23000	3.71088	152.47000	3.78604	0.0131	0.3415	53.15
1871.10	156.60000	3.70149	152.79500	3.78262	0.0134	0.3409	53.06
1872.75	156.96100	3.73469	153.13500	3.80220	0.0120	0.3403	52.73
1874.40	157.36500	3.72260	153.48200	3.81983	0.0124	0.3398	52.77
1876.05	157.75600	3.70738	153.80500	3.88423	0.0128	0.3392	53.27
1877.70	158.13500	3.68149	154.09800	3.84213	0.0128	0.3386	52.71
1879.35	158.51700	3.70330	154.48800	3.89412	0.0132	0.3380	52.22
1881.00	158.88800	3.71120	154.87400	3.82795	0.0132	0.3373	52.01
1882.65	159.25900	3.60510	155.25800	3.83496	0.0152	0.3367	51.74
1884.30	159.58000	3.58996	155.64600	3.77773	0.0148	0.3360	51.01
1885.95	159.91300	3.49362	156.08500	3.72949	0.0157	0.3354	51.18
1887.60	160.22600	3.44199	156.45100	3.68253	0.0163	0.3348	50.34
1889.25	160.52800	3.44910	156.88300	3.73755	0.0163	0.3343	50.59
1890.90	160.83100	3.48021	157.26500	3.72354	0.0152	0.3336	50.80
